subject_id,channel_index,channel_name,mean_abs_weight,std_abs_weight,mean_signed_weight,mean_l2_weight,n_fold_values
5,3,FCz,0.06232901,0.0,-0.014286509999999999,0.07196245,5
5,48,P3,0.061959129999999994,0.0,0.02003759,0.07161786,5
5,35,F4,0.06024587,0.0,0.0098302,0.06989478,5
5,21,Fp1,0.05827701,0.0,0.01399164,0.06917452,5
5,11,C2,0.058055800000000005,0.0,-0.03882527,0.06208555,5
5,5,FC4,0.05686745,0.0,0.027232390000000002,0.05725207,5
5,27,AF4,0.05573281,0.0,-0.01401217,0.061252879999999996,5
5,25,AF3,0.055635210000000004,0.0,0.026119510000000002,0.0640661,5
5,2,FC1,0.05488712,0.0,-0.01085492,0.0676394,5
5,33,Fz,0.05463751,0.0,0.00222468,0.06489594,5
5,0,FC5,0.053987770000000004,0.0,0.01579387,0.06322841,5
5,20,CP6,0.05348083,0.0,-0.04644092,0.06154052,5
5,28,AF8,0.05072279,0.0,0.03561575,0.05632422,5
5,23,Fp2,0.05014285,0.0,0.05014285,0.05652099000000001,5
5,57,POz,0.04968823,0.0,-0.00529101,0.05196933,5
5,12,C4,0.04947139,0.0,-0.04420742,0.05690454,5
5,59,PO8,0.04759087,0.0,0.00555089,0.06583823,5
5,8,C3,0.04648526,0.0,0.01053876,0.06395879,5
5,18,CP2,0.04367702,0.0,0.00723713,0.05313179,5
5,42,T9,0.0434443,0.0,0.014447129999999999,0.04681759,5
5,16,CP1,0.04312689,0.0,-0.00058126,0.04424907,5
5,29,F7,0.0422501,0.0,0.01561007,0.04502052,5
5,26,AFz,0.0408384,0.0,-0.0408384,0.04916587,5
5,36,F6,0.04015844,0.0,-0.04015844,0.04378325,5
5,6,FC6,0.03725709,0.0,0.03640245,0.05301394,5
5,63,Iz,0.03699831,0.0,0.00494328,0.04709437,5
5,17,CPz,0.03681294,0.0,-0.0224224,0.05074652,5
5,45,TP8,0.0354858,0.0,-0.0163755,0.03918134,5
5,10,Cz,0.03448404,0.0,-0.00911702,0.03765979,5
5,50,Pz,0.01991418,0.0,-0.01991418,0.02352265,5
5,62,O2,0.0176375,0.0,-0.0176375,0.02383194,5
5,61,Oz,0.01568495,0.0,0.01568495,0.01873812,5
5,19,CP4,0.013930130000000002,0.0,0.00080755,0.01741483,5
6,54,P8,0.11356410000000002,0.0,-0.05984809,0.11378526999999998,5
6,41,T8,0.09439464,0.0,0.01158786,0.09545139,5
6,9,C1,0.09426066,0.0,0.04194264,0.09488921,5
6,15,CP3,0.09290144,0.0,0.0215564,0.09572616,5
6,46,P7,0.09286274,0.0,-0.05847711,0.09435733,5
6,58,PO4,0.08776544,0.0,-0.029534510000000003,0.0931756,5
6,51,P2,0.08754919,0.0,-0.04623531,0.08907586,5
6,37,F8,0.08669058,0.0,0.02890417,0.09162612,5
6,39,FT8,0.08151603,0.0,0.07055584,0.08988178,5
6,14,CP5,0.0799754,0.0,0.03742849,0.08609629,5
6,31,F3,0.07913995,0.0,0.07913995,0.08819664,5
6,30,F5,0.07889804,0.0,-0.02986492,0.08124606,5
6,60,O1,0.07842127,0.0,-0.07353199,0.09186016,5
6,38,FT7,0.0754962,0.0,0.01651085,0.08435941,5
6,1,FC3,0.07534032,0.0,0.07534032,0.08232906,5
6,49,P1,0.07481513,0.0,-0.02883526,0.08025429,5
6,43,T10,0.0745697,0.0,0.02710927,0.08219219,5
6,34,F2,0.07454972,0.0,-0.07454972,0.07626948,5
6,44,TP7,0.07450075,0.0,-0.07450075,0.07964237,5
6,7,C5,0.07425345,0.0,0.07425345,0.07791112,5
6,47,P5,0.0741116,0.0,0.0741116,0.07764331,5
6,55,PO7,0.07346864,0.0,-0.00189666,0.0801563,5
6,22,Fpz,0.06988558,0.0,-0.01917736,0.07839371,5
6,56,PO3,0.06963448,0.0,0.06963448,0.07243098,5
6,13,C6,0.06942289,0.0,0.04381878,0.07988006,5
6,24,AF7,0.06584159,0.0,0.03474934,0.07511999,5
6,32,F1,0.06421059,0.0,0.03719893,0.07525339,5
6,53,P6,0.06416027,0.0,-0.06416027,0.07881711,5
6,4,FC2,0.06395949,0.0,-0.00583184,0.07318375,5
6,52,P4,0.06351501,0.0,0.00228687,0.08042938,5
6,40,T7,0.06315532,0.0,-0.02833778,0.07087779,5
6,3,FCz,0.06232901,0.0,-0.014286509999999999,0.07196245,5
6,48,P3,0.061959129999999994,0.0,0.02003759,0.07161786,5
6,35,F4,0.06024587,0.0,0.0098302,0.06989478,5
6,21,Fp1,0.05827701,0.0,0.01399164,0.06917452,5
6,11,C2,0.058055800000000005,0.0,-0.03882527,0.06208555,5
6,5,FC4,0.05686745,0.0,0.027232390000000002,0.05725207,5
6,27,AF4,0.05573281,0.0,-0.01401217,0.061252879999999996,5
6,25,AF3,0.055635210000000004,0.0,0.026119510000000002,0.0640661,5
6,2,FC1,0.05488712,0.0,-0.01085492,0.0676394,5
6,33,Fz,0.05463751,0.0,0.00222468,0.06489594,5
6,0,FC5,0.053987770000000004,0.0,0.01579387,0.06322841,5
6,20,CP6,0.05348083,0.0,-0.04644092,0.06154052,5
6,28,AF8,0.05072279,0.0,0.03561575,0.05632422,5
6,23,Fp2,0.05014285,0.0,0.05014285,0.05652099000000001,5
6,57,POz,0.04968823,0.0,-0.00529101,0.05196933,5
6,12,C4,0.04947139,0.0,-0.04420742,0.05690454,5
6,59,PO8,0.04759087,0.0,0.00555089,0.06583823,5
6,8,C3,0.04648526,0.0,0.01053876,0.06395879,5
6,18,CP2,0.04367702,0.0,0.00723713,0.05313179,5
6,42,T9,0.0434443,0.0,0.014447129999999999,0.04681759,5
6,16,CP1,0.04312689,0.0,-0.00058126,0.04424907,5
6,29,F7,0.0422501,0.0,0.01561007,0.04502052,5
6,26,AFz,0.0408384,0.0,-0.0408384,0.04916587,5
6,36,F6,0.04015844,0.0,-0.04015844,0.04378325,5
6,6,FC6,0.03725709,0.0,0.03640245,0.05301394,5
6,63,Iz,0.03699831,0.0,0.00494328,0.04709437,5
6,17,CPz,0.03681294,0.0,-0.0224224,0.05074652,5
6,45,TP8,0.0354858,0.0,-0.0163755,0.03918134,5
6,10,Cz,0.03448404,0.0,-0.00911702,0.03765979,5
6,50,Pz,0.01991418,0.0,-0.01991418,0.02352265,5
6,62,O2,0.0176375,0.0,-0.0176375,0.02383194,5
6,61,Oz,0.01568495,0.0,0.01568495,0.01873812,5
6,19,CP4,0.013930130000000002,0.0,0.00080755,0.01741483,5
7,54,P8,0.11356410000000002,0.0,-0.05984809,0.11378526999999998,5
7,41,T8,0.09439464,0.0,0.01158786,0.09545139,5
7,9,C1,0.09426066,0.0,0.04194264,0.09488921,5
7,15,CP3,0.09290144,0.0,0.0215564,0.09572616,5
7,46,P7,0.09286274,0.0,-0.05847711,0.09435733,5
7,58,PO4,0.08776544,0.0,-0.029534510000000003,0.0931756,5
7,51,P2,0.08754919,0.0,-0.04623531,0.08907586,5
7,37,F8,0.08669058,0.0,0.02890417,0.09162612,5
7,39,FT8,0.08151603,0.0,0.07055584,0.08988178,5
7,14,CP5,0.0799754,0.0,0.03742849,0.08609629,5
7,31,F3,0.07913995,0.0,0.07913995,0.08819664,5
7,30,F5,0.07889804,0.0,-0.02986492,0.08124606,5
7,60,O1,0.07842127,0.0,-0.07353199,0.09186016,5
7,38,FT7,0.0754962,0.0,0.01651085,0.08435941,5
7,1,FC3,0.07534032,0.0,0.07534032,0.08232906,5
7,49,P1,0.07481513,0.0,-0.02883526,0.08025429,5
7,43,T10,0.0745697,0.0,0.02710927,0.08219219,5
7,34,F2,0.07454972,0.0,-0.07454972,0.07626948,5
7,44,TP7,0.07450075,0.0,-0.07450075,0.07964237,5
7,7,C5,0.07425345,0.0,0.07425345,0.07791112,5
7,47,P5,0.0741116,0.0,0.0741116,0.07764331,5
7,55,PO7,0.07346864,0.0,-0.00189666,0.0801563,5
7,22,Fpz,0.06988558,0.0,-0.01917736,0.07839371,5
7,56,PO3,0.06963448,0.0,0.06963448,0.07243098,5
7,13,C6,0.06942289,0.0,0.04381878,0.07988006,5
7,24,AF7,0.06584159,0.0,0.03474934,0.07511999,5
7,32,F1,0.06421059,0.0,0.03719893,0.07525339,5
7,53,P6,0.06416027,0.0,-0.06416027,0.07881711,5
7,4,FC2,0.06395949,0.0,-0.00583184,0.07318375,5
7,52,P4,0.06351501,0.0,0.00228687,0.08042938,5
7,40,T7,0.06315532,0.0,-0.02833778,0.07087779,5
7,3,FCz,0.06232901,0.0,-0.014286509999999999,0.07196245,5
7,48,P3,0.061959129999999994,0.0,0.02003759,0.07161786,5
7,35,F4,0.06024587,0.0,0.0098302,0.06989478,5
7,21,Fp1,0.05827701,0.0,0.01399164,0.06917452,5
7,11,C2,0.058055800000000005,0.0,-0.03882527,0.06208555,5
7,5,FC4,0.05686745,0.0,0.027232390000000002,0.05725207,5
7,27,AF4,0.05573281,0.0,-0.01401217,0.061252879999999996,5
7,25,AF3,0.055635210000000004,0.0,0.026119510000000002,0.0640661,5
7,2,FC1,0.05488712,0.0,-0.01085492,0.0676394,5
7,33,Fz,0.05463751,0.0,0.00222468,0.06489594,5
7,0,FC5,0.053987770000000004,0.0,0.01579387,0.06322841,5
7,20,CP6,0.05348083,0.0,-0.04644092,0.06154052,5
7,28,AF8,0.05072279,0.0,0.03561575,0.05632422,5
7,23,Fp2,0.05014285,0.0,0.05014285,0.05652099000000001,5
7,57,POz,0.04968823,0.0,-0.00529101,0.05196933,5
7,12,C4,0.04947139,0.0,-0.04420742,0.05690454,5
7,59,PO8,0.04759087,0.0,0.00555089,0.06583823,5
7,8,C3,0.04648526,0.0,0.01053876,0.06395879,5
7,18,CP2,0.04367702,0.0,0.00723713,0.05313179,5
7,42,T9,0.0434443,0.0,0.014447129999999999,0.04681759,5
7,16,CP1,0.04312689,0.0,-0.00058126,0.04424907,5
7,29,F7,0.0422501,0.0,0.01561007,0.04502052,5
7,26,AFz,0.0408384,0.0,-0.0408384,0.04916587,5
7,36,F6,0.04015844,0.0,-0.04015844,0.04378325,5
7,6,FC6,0.03725709,0.0,0.03640245,0.05301394,5
7,63,Iz,0.03699831,0.0,0.00494328,0.04709437,5
7,17,CPz,0.03681294,0.0,-0.0224224,0.05074652,5
7,45,TP8,0.0354858,0.0,-0.0163755,0.03918134,5
7,10,Cz,0.03448404,0.0,-0.00911702,0.03765979,5
7,50,Pz,0.01991418,0.0,-0.01991418,0.02352265,5
7,62,O2,0.0176375,0.0,-0.0176375,0.02383194,5
7,61,Oz,0.01568495,0.0,0.01568495,0.01873812,5
7,19,CP4,0.013930130000000002,0.0,0.00080755,0.01741483,5
8,54,P8,0.11356410000000002,0.0,-0.05984809,0.11378526999999998,5
8,41,T8,0.09439464,0.0,0.01158786,0.09545139,5
8,9,C1,0.09426066,0.0,0.04194264,0.09488921,5
8,15,CP3,0.09290144,0.0,0.0215564,0.09572616,5
8,46,P7,0.09286274,0.0,-0.05847711,0.09435733,5
8,58,PO4,0.08776544,0.0,-0.029534510000000003,0.0931756,5
8,51,P2,0.08754919,0.0,-0.04623531,0.08907586,5
8,37,F8,0.08669058,0.0,0.02890417,0.09162612,5
8,39,FT8,0.08151603,0.0,0.07055584,0.08988178,5
8,14,CP5,0.0799754,0.0,0.03742849,0.08609629,5
8,31,F3,0.07913995,0.0,0.07913995,0.08819664,5
8,30,F5,0.07889804,0.0,-0.02986492,0.08124606,5
8,60,O1,0.07842127,0.0,-0.07353199,0.09186016,5
8,38,FT7,0.0754962,0.0,0.01651085,0.08435941,5
8,1,FC3,0.07534032,0.0,0.07534032,0.08232906,5
8,49,P1,0.07481513,0.0,-0.02883526,0.08025429,5
8,43,T10,0.0745697,0.0,0.02710927,0.08219219,5
8,34,F2,0.07454972,0.0,-0.07454972,0.07626948,5
8,44,TP7,0.07450075,0.0,-0.07450075,0.07964237,5
8,7,C5,0.07425345,0.0,0.07425345,0.07791112,5
8,47,P5,0.0741116,0.0,0.0741116,0.07764331,5
8,55,PO7,0.07346864,0.0,-0.00189666,0.0801563,5
8,22,Fpz,0.06988558,0.0,-0.01917736,0.07839371,5
8,56,PO3,0.06963448,0.0,0.06963448,0.07243098,5
8,13,C6,0.06942289,0.0,0.04381878,0.07988006,5
8,24,AF7,0.06584159,0.0,0.03474934,0.07511999,5
8,32,F1,0.06421059,0.0,0.03719893,0.07525339,5
8,53,P6,0.06416027,0.0,-0.06416027,0.07881711,5
8,4,FC2,0.06395949,0.0,-0.00583184,0.07318375,5
8,52,P4,0.06351501,0.0,0.00228687,0.08042938,5
8,40,T7,0.06315532,0.0,-0.02833778,0.07087779,5
8,3,FCz,0.06232901,0.0,-0.014286509999999999,0.07196245,5
8,48,P3,0.061959129999999994,0.0,0.02003759,0.07161786,5
8,35,F4,0.06024587,0.0,0.0098302,0.06989478,5
8,21,Fp1,0.05827701,0.0,0.01399164,0.06917452,5
8,11,C2,0.058055800000000005,0.0,-0.03882527,0.06208555,5
8,5,FC4,0.05686745,0.0,0.027232390000000002,0.05725207,5
8,27,AF4,0.05573281,0.0,-0.01401217,0.061252879999999996,5
8,25,AF3,0.055635210000000004,0.0,0.026119510000000002,0.0640661,5
8,2,FC1,0.05488712,0.0,-0.01085492,0.0676394,5
8,33,Fz,0.05463751,0.0,0.00222468,0.06489594,5
8,0,FC5,0.053987770000000004,0.0,0.01579387,0.06322841,5
8,20,CP6,0.05348083,0.0,-0.04644092,0.06154052,5
8,28,AF8,0.05072279,0.0,0.03561575,0.05632422,5
8,23,Fp2,0.05014285,0.0,0.05014285,0.05652099000000001,5
8,57,POz,0.04968823,0.0,-0.00529101,0.05196933,5
8,12,C4,0.04947139,0.0,-0.04420742,0.05690454,5
8,59,PO8,0.04759087,0.0,0.00555089,0.06583823,5
8,8,C3,0.04648526,0.0,0.01053876,0.06395879,5
8,18,CP2,0.04367702,0.0,0.00723713,0.05313179,5
8,42,T9,0.0434443,0.0,0.014447129999999999,0.04681759,5
8,16,CP1,0.04312689,0.0,-0.00058126,0.04424907,5
8,29,F7,0.0422501,0.0,0.01561007,0.04502052,5
8,26,AFz,0.0408384,0.0,-0.0408384,0.04916587,5
8,36,F6,0.04015844,0.0,-0.04015844,0.04378325,5
8,6,FC6,0.03725709,0.0,0.03640245,0.05301394,5
8,63,Iz,0.03699831,0.0,0.00494328,0.04709437,5
8,17,CPz,0.03681294,0.0,-0.0224224,0.05074652,5
8,45,TP8,0.0354858,0.0,-0.0163755,0.03918134,5
8,10,Cz,0.03448404,0.0,-0.00911702,0.03765979,5
8,50,Pz,0.01991418,0.0,-0.01991418,0.02352265,5
8,62,O2,0.0176375,0.0,-0.0176375,0.02383194,5
8,61,Oz,0.01568495,0.0,0.01568495,0.01873812,5
8,19,CP4,0.013930130000000002,0.0,0.00080755,0.01741483,5
9,54,P8,0.11356410000000002,0.0,-0.05984809,0.11378526999999998,5
9,41,T8,0.09439464,0.0,0.01158786,0.09545139,5
9,9,C1,0.09426066,0.0,0.04194264,0.09488921,5
9,15,CP3,0.09290144,0.0,0.0215564,0.09572616,5
9,46,P7,0.09286274,0.0,-0.05847711,0.09435733,5
9,58,PO4,0.08776544,0.0,-0.029534510000000003,0.0931756,5
9,51,P2,0.08754919,0.0,-0.04623531,0.08907586,5
9,37,F8,0.08669058,0.0,0.02890417,0.09162612,5
9,39,FT8,0.08151603,0.0,0.07055584,0.08988178,5
9,14,CP5,0.0799754,0.0,0.03742849,0.08609629,5
9,31,F3,0.07913995,0.0,0.07913995,0.08819664,5
9,30,F5,0.07889804,0.0,-0.02986492,0.08124606,5
9,60,O1,0.07842127,0.0,-0.07353199,0.09186016,5
9,38,FT7,0.0754962,0.0,0.01651085,0.08435941,5
9,1,FC3,0.07534032,0.0,0.07534032,0.08232906,5
9,49,P1,0.07481513,0.0,-0.02883526,0.08025429,5
9,43,T10,0.0745697,0.0,0.02710927,0.08219219,5
9,34,F2,0.07454972,0.0,-0.07454972,0.07626948,5
9,44,TP7,0.07450075,0.0,-0.07450075,0.07964237,5
9,7,C5,0.07425345,0.0,0.07425345,0.07791112,5
9,47,P5,0.0741116,0.0,0.0741116,0.07764331,5
9,55,PO7,0.07346864,0.0,-0.00189666,0.0801563,5
9,22,Fpz,0.06988558,0.0,-0.01917736,0.07839371,5
9,56,PO3,0.06963448,0.0,0.06963448,0.07243098,5
9,13,C6,0.06942289,0.0,0.04381878,0.07988006,5
9,24,AF7,0.06584159,0.0,0.03474934,0.07511999,5
9,32,F1,0.06421059,0.0,0.03719893,0.07525339,5
9,53,P6,0.06416027,0.0,-0.06416027,0.07881711,5
9,4,FC2,0.06395949,0.0,-0.00583184,0.07318375,5
9,52,P4,0.06351501,0.0,0.00228687,0.08042938,5
9,40,T7,0.06315532,0.0,-0.02833778,0.07087779,5
9,3,FCz,0.06232901,0.0,-0.014286509999999999,0.07196245,5
9,48,P3,0.061959129999999994,0.0,0.02003759,0.07161786,5
9,35,F4,0.06024587,0.0,0.0098302,0.06989478,5
9,21,Fp1,0.05827701,0.0,0.01399164,0.06917452,5
9,11,C2,0.058055800000000005,0.0,-0.03882527,0.06208555,5
9,5,FC4,0.05686745,0.0,0.027232390000000002,0.05725207,5
9,27,AF4,0.05573281,0.0,-0.01401217,0.061252879999999996,5
9,25,AF3,0.055635210000000004,0.0,0.026119510000000002,0.0640661,5
9,2,FC1,0.05488712,0.0,-0.01085492,0.0676394,5
9,33,Fz,0.05463751,0.0,0.00222468,0.06489594,5
9,0,FC5,0.053987770000000004,0.0,0.01579387,0.06322841,5
9,20,CP6,0.05348083,0.0,-0.04644092,0.06154052,5
9,28,AF8,0.05072279,0.0,0.03561575,0.05632422,5
9,23,Fp2,0.05014285,0.0,0.05014285,0.05652099000000001,5
9,57,POz,0.04968823,0.0,-0.00529101,0.05196933,5
9,12,C4,0.04947139,0.0,-0.04420742,0.05690454,5
9,59,PO8,0.04759087,0.0,0.00555089,0.06583823,5
9,8,C3,0.04648526,0.0,0.01053876,0.06395879,5
9,18,CP2,0.04367702,0.0,0.00723713,0.05313179,5
9,42,T9,0.0434443,0.0,0.014447129999999999,0.04681759,5
9,16,CP1,0.04312689,0.0,-0.00058126,0.04424907,5
9,29,F7,0.0422501,0.0,0.01561007,0.04502052,5
9,26,AFz,0.0408384,0.0,-0.0408384,0.04916587,5
9,36,F6,0.04015844,0.0,-0.04015844,0.04378325,5
9,6,FC6,0.03725709,0.0,0.03640245,0.05301394,5
9,63,Iz,0.03699831,0.0,0.00494328,0.04709437,5
9,17,CPz,0.03681294,0.0,-0.0224224,0.05074652,5
9,45,TP8,0.0354858,0.0,-0.0163755,0.03918134,5
9,10,Cz,0.03448404,0.0,-0.00911702,0.03765979,5
9,50,Pz,0.01991418,0.0,-0.01991418,0.02352265,5
9,62,O2,0.0176375,0.0,-0.0176375,0.02383194,5
9,61,Oz,0.01568495,0.0,0.01568495,0.01873812,5
9,19,CP4,0.013930130000000002,0.0,0.00080755,0.01741483,5
